dataset,model,random_seed,auc,brier,brier_scaled,hosmer_lemshow,speigelhalter,reliability_small,reliability_large
mimic3_los_3,RF-NoCal,7,0.7224891914192015,0.20497816200523086,0.15098792051784593,2.519262576328174e-11,1.541770556520589e-11,0.0018760509765507285,4.1866006785912214e-05
mimic3_los_3,CF-Iso,8,0.7213977195782522,0.20420944238762445,0.15417192916880695,0.08872154788694286,0.011476362728957534,0.00037047368052584576,1.171325736160554e-05
mimic3_los_3,CF-Logit,8,0.721134401996623,0.2196463484192243,0.09023282676664601,0.0,4.32851098828229e-167,0.015369927870534992,0.0005590444504903255
mimic3_los_3,RC-Iso,8,0.7203485422711393,0.2041124808863539,0.15457354017467273,0.00291294659671415,0.019708834389537223,0.0006182056917049914,5.410736828909235e-06
mimic3_los_3,RC-Logit,8,0.7214864819206116,0.2040489606189617,0.15483663880810927,0.1587300510095031,0.1052710909212485,0.00031715523762792077,1.744960745717416e-07
mimic3_los_3,RF-NoCal,8,0.7221005150864281,0.20520544623245981,0.1500465175288377,3.147054616903233e-09,5.456586930045993e-11,0.0015685102087055554,4.1558461024499925e-05
mimic3_los_3,CF-Iso,9,0.7215211923302595,0.20415485612946713,0.15439802346146692,0.005529415673289129,0.02266672466495348,0.0006372525307630422,1.1931101456849422e-05
mimic3_los_3,CF-Logit,9,0.7216296573444537,0.4555261160311858,-0.8867725773645907,0.0,0.0,0.2510552513041385,0.2368158185321334
mimic3_los_3,RC-Iso,9,0.7165764236143465,0.206396016556669,0.14511521861953824,1.0306144336502676e-05,0.013705336384827686,0.0011454899748902345,6.7161051943919e-06
mimic3_los_3,RC-Logit,9,0.7228005819150018,0.20400699881562273,0.15501044306883205,0.023078372679723236,0.01219897241163832,0.0004855529125696997,0.0001642752180503449
mimic3_los_3,RF-NoCal,9,0.7221575765922308,0.20525607783997757,0.14983680325505533,2.8992953260420506e-08,5.127403645604257e-11,0.001444184779353409,4.176140961634494e-05
